MicroRNA;GeneName;EntrezID;Evidence
hsa-mir-221-5p;TIMP3;7078;19962668
hsa-mir-221-5p;RUNX1;861;21076613
hsa-mir-221-5p;TEK;7010;17379831
hsa-mir-221-5p;FES;2242;19464057
hsa-mir-221-5p;TRIM31;11074;20492666
hsa-mir-221-5p;PTEN;5728;21481725
hsa-mir-221-5p;CDKN1B;1027;19126397
hsa-mir-221-5p;ICAM1;3383;20110463
hsa-mir-221-5p;ODZ1;10178;21278784
hsa-mir-221-5p;CDKN1B;1027;18246122
hsa-mir-221-5p;COX8A;1351;19585579
hsa-mir-221-5p;CDKN1C;1028;20618998
hsa-mir-221-5p;BRAF;673;22728346
hsa-mir-221-5p;CDKN1B;1027;19351832
hsa-mir-221-5p;STAT2;6773;20428775
hsa-mir-221-5p;RNF123;63891;21355095
hsa-mir-221-5p;SSSCA1;10534;18417445
hsa-mir-221-5p;CDKN1B;1027;19767219
hsa-mir-221-5p;FLT3;2322;20822813
hsa-mir-221-5p;KIT;3815;18983236
hsa-mir-221-5p;TNFSF10;8743;19962668
hsa-mir-221-5p;PROM1;8842;21076613
hsa-mir-221-5p;CDKN1B;1027;17569667
hsa-mir-221-5p;FLT3;2322;19464057
hsa-mir-221-5p;SKP2;6502;20492666
hsa-mir-221-5p;CAP1;10487;21487968
hsa-mir-221-5p;SSSCA1;10534;19126397
hsa-mir-221-5p;IFNG;3458;20110463
hsa-mir-221-5p;CDKN1C;1028;21278784
hsa-mir-221-5p;SSSCA1;10534;18246122
hsa-mir-221-5p;SSSCA1;10534;19615744
hsa-mir-221-5p;SSSCA1;10534;20618998
hsa-mir-221-5p;SPRED2;200734;22895815
hsa-mir-221-5p;SSSCA1;10534;19351832
hsa-mir-221-5p;SH3BP4;23677;20435889
hsa-mir-221-5p;SOCS1;8651;21355095
hsa-mir-221-5p;DCTN6;10671;18417445
hsa-mir-221-5p;SSSCA1;10534;19767219
hsa-mir-221-5p;KIT;3815;20822813
hsa-mir-221-5p;CDKN1B;1027;19088079
hsa-mir-221-5p;EZH2;2146;20014922
hsa-mir-221-5p;CDKN1B;1027;21109963
hsa-mir-221-5p;CDKN1B;1027;17627278
hsa-mir-221-5p;JAK1;3716;19464057
hsa-mir-221-5p;MEOX2;4223;20516212
hsa-mir-221-5p;ENO2;2026;21487968
hsa-mir-221-5p;FABP4;2167;19126397
hsa-mir-221-5p;AKT1;207;20198336
hsa-mir-221-5p;DNMT1;1786;21278784
hsa-mir-221-5p;KIT;3815;18246122
hsa-mir-221-5p;KIT;3815;19615744
hsa-mir-221-5p;PTEN;5728;20618998
hsa-mir-221-5p;CDKN1B;1027;22992757
hsa-mir-221-5p;PSAT1;29968;19351832
hsa-mir-221-5p;HNRPD;3184;20435889
hsa-mir-221-5p;ERG;2078;21378318
hsa-mir-221-5p;KIT;3815;18417445
hsa-mir-221-5p;TNFSF10;8743;19767219
hsa-mir-221-5p;PDC;5132;20822813
hsa-mir-221-5p;KIT;3815;19088079
hsa-mir-221-5p;AMACR;23600;20014922
hsa-mir-221-5p;KIT;3815;21119596
hsa-mir-221-5p;SSSCA1;10534;17627278
hsa-mir-221-5p;JAK2;3717;19464057
hsa-mir-221-5p;ZEB2;9839;20516212
hsa-mir-221-5p;PDZD2;23037;21487968
hsa-mir-22-5p;BDNF;627;21168126
hsa-mir-22-5p;FGF23;8074;19011694
hsa-mir-22-5p;ETS1;2113;21775437
hsa-mir-22-5p;MAX;4149;20214878
hsa-mir-22-5p;ERBB3;2065;22484852
hsa-mir-22-5p;HDAC9;9734;20842113
hsa-mir-22-5p;CCKBR;887;21168126
hsa-mir-22-5p;GDF15;9518;19011694
hsa-mir-22-5p;REL;5966;21775437
hsa-mir-22-5p;MYC;4609;20214878
hsa-mir-22-5p;ESR1;2099;18347104
hsa-mir-22-5p;ERBB3;2065;22510010
hsa-mir-22-5p;HDAC4;9759;20842113
hsa-mir-22-5p;AKT1;207;21594648
hsa-mir-22-5p;TFRC;7037;19135902
hsa-mir-22-5p;CD4;920;22231906
hsa-mir-22-5p;DICER1;23405;20388916
hsa-mir-22-5p;PPARA;5465;18347104
hsa-mir-22-5p;ACE;1636;21035445
hsa-mir-22-5p;PTEN;5728;21594648
hsa-mir-22-5p;ESR1;2099;19414598
hsa-mir-22-5p;CD8A;925;22231906
hsa-mir-22-5p;MCM7;4176;20388916
hsa-mir-22-5p;ESR1;2099;18347134
hsa-mir-22-5p;DICER1;23405;21035445
hsa-mir-22-5p;BAX;581;21594648
hsa-mir-22-5p;CCL28;56477;19755794
hsa-mir-22-5p;NFAT5;10725;22328083
hsa-mir-22-5p;PTEN;5728;20388916
hsa-mir-22-5p;NFKB1;4790;18347134
hsa-mir-22-5p;RNASEN;29102;21035445
hsa-mir-22-5p;TP53;7157;21594648
hsa-mir-22-5p;C17orf91;84981;19807731
hsa-mir-22-5p;HNRPH1;3187;22328083
hsa-mir-22-5p;VKORC1;79001;20415550
hsa-mir-22-5p;KLF6;1316;19011694
hsa-mir-22-5p;ADAR;103;21037424
hsa-mir-22-5p;MTDH;92140;21594648
hsa-mir-22-5p;EVI1;2122;20081105
hsa-mir-22-5p;RERE;473;22328083
hsa-mir-22-5p;AKT1;207;20523723
hsa-mir-22-5p;TLR4;7099;21037424
hsa-mir-22-5p;IL1B;3553;19011694
hsa-mir-22-5p;ANG;283;21618527
hsa-mir-22-5p;FRAP1;2475;20081105
hsa-mir-22-5p;NELL2;4753;22328083
hsa-mir-22-5p;PTEN;5728;20523723
hsa-mir-22-5p;HTR2C;3358;21168126
hsa-mir-22-5p;WWOX;51741;19011694
hsa-mir-22-5p;MYH6;4624;21618527
hsa-mir-22-5p;PTEN;5728;20170724
hsa-mir-22-5p;OGN;4969;22328083
hsa-mir-22-5p;MYCBP;26292;20562918
hsa-mir-22-5p;POMC;5443;21168126
hsa-mir-22-5p;PPARA;5465;19011694
hsa-mir-22-5p;PTEN;5728;21618527
hsa-mir-22-5p;ESR1;2099;20180843
hsa-mir-22-5p;VDR;7421;22328083
hsa-mir-22-5p;MYC;4609;20562918
hsa-mir-22-5p;RGS2;5997;21168126
hsa-mir-22-5p;BMP7;655;19011694
hsa-mir-22-5p;EGR2;1959;21775437
hsa-mir-22-5p;EPHB2;2048;20214878
hsa-mir-22-5p;TIAM1;7074;22469921
hsa-mir-22-5p;HMOX1;3162;20633528
hsa-mir-219-5p;CAMK2G;818;19196972
hsa-mir-219-5p;IL3;3562;22015065
hsa-mir-219-5p;COX8A;1351;22674195
hsa-mir-219-5p;CREB1;1385;17553428
hsa-mir-219-5p;ARNTL;406;17553428
hsa-mir-219-5p;RFX4;5992;17553428
hsa-mir-219-5p;CLOCK;9575;17553428
hsa-mir-219-5p;GRIN1;2902;19196972
hsa-mir-218-5p;BIRC5;332;21385904
hsa-mir-218-5p;SPRED1;161742;20844033
hsa-mir-218-5p;ROBO2;6092;20947829
hsa-mir-218-5p;NUP93;9688;17998940
hsa-mir-218-5p;NPC1;4864;21385904
hsa-mir-218-5p;HPS1;3257;20844033
hsa-mir-218-5p;COX8A;1351;21159652
hsa-mir-218-5p;LASP1;3927;19168627
hsa-mir-218-5p;ROBO1;6091;21385904
hsa-mir-218-5p;PIK3R2;5296;20844033
hsa-mir-218-5p;PXN;5829;21159652
hsa-mir-218-5p;MAFG;4097;19168627
hsa-mir-218-5p;SLIT1;6585;21385904
hsa-mir-218-5p;UBASH3A;53347;20844033
hsa-mir-218-5p;PDXP;57026;21309487
hsa-mir-218-5p;NFE2L1;4779;19168627
hsa-mir-218-5p;SLIT2;9353;21385904
hsa-mir-218-5p;VEGFA;7422;20844033
hsa-mir-218-5p;MBNL2;10150;17998940
hsa-mir-218-5p;ROBO1;6091;21385766
hsa-mir-218-5p;CRK;1398;19767772
hsa-mir-218-5p;TNFSF10;8743;23338605
hsa-mir-218-5p;IKBKB;3551;20933503
hsa-mir-218-5p;EBP;10682;17998940
hsa-mir-218-5p;ROBO2;6092;21385766
hsa-mir-218-5p;SRC;6714;19767772
hsa-mir-218-5p;MMP9;4318;20933503
hsa-mir-218-5p;SH3D19;152503;17998940
hsa-mir-218-5p;SLIT1;6585;21385766
hsa-mir-218-5p;JAG1;182;19890957
hsa-mir-218-5p;NFKB1;4790;20933503
hsa-mir-218-5p;EFNA1;1942;17998940
hsa-mir-218-5p;VEGFA;7422;21385766
hsa-mir-218-5p;LAMB3;3914;20163849
hsa-mir-218-5p;IKBKE;9641;20933503
hsa-mir-218-5p;MRPS27;23107;17998940
hsa-mir-218-5p;SLIT2;9353;21385766
hsa-mir-218-5p;SLIT1;6585;20838434
hsa-mir-218-5p;GLCE;26035;20947829
hsa-mir-218-5p;GLB1;2720;17998940
hsa-mir-218-5p;GJA1;2697;21385904
hsa-mir-218-5p;SLIT2;9353;20838434
hsa-mir-218-5p;ROBO1;6091;20947829
hsa-mir-218-5p;LAMB3;3914;17998940
hsa-mir-217;KRAS;3845;20675343
hsa-mir-217;HMOX1;3162;21106538
hsa-mir-217;SIRT1;23411;22406815
hsa-mir-217;PRKAA1;5562;22406815
hsa-mir-217;FOXO1;2308;19786632
hsa-mir-217;SIRT1;23411;19786632
hsa-mir-217;ROBO1;6091;20300657
hsa-mir-217;AKT1;207;20675343
hsa-mir-216a-5p;GPR162;27239;20713358
hsa-mir-216a-5p;TFE3;7030;20713358
hsa-mir-216a-5p;CD44;960;21149267
hsa-mir-216a-5p;CDC42;998;21149267
hsa-mir-216a-5p;ABCA1;19;21764575
hsa-mir-216a-5p;ELOVL6;79071;21764575
hsa-mir-216a-5p;CADM1;23705;22392644
hsa-mir-216a-5p;COL1A2;1278;20713358
hsa-mir-215;CDKN1A;1026;18810376
hsa-mir-215;PAK3;5063;18810376
hsa-mir-215;DTL;51514;20433742
hsa-mir-215;AFP;174;20815808
hsa-mir-215;SLC17A5;26503;20815808
hsa-mir-214-5p;CCND2;894;20498046
hsa-mir-214-5p;PTEN;5728;21688200
hsa-mir-214-5p;MCL1;4170;22418008
hsa-mir-214-5p;NOS3;4846;19733659
hsa-mir-214-5p;KLF4;9314;20498046
hsa-mir-214-5p;EZH2;2146;21828058
hsa-mir-214-5p;BCL2;596;22418008
hsa-mir-214-5p;EZH2;2146;19818710
hsa-mir-214-5p;CDKN1A;1026;20534588
hsa-mir-214-5p;COL1A1;1277;21890196
hsa-mir-214-5p;HDGF;3068;22613005
hsa-mir-214-5p;MYOD1;4654;19818710
hsa-mir-214-5p;NRAS;4893;20534588
hsa-mir-214-5p;LBR;3930;21890196
hsa-mir-214-5p;TUBE1;51175;22613005
hsa-mir-214-5p;MAPK8;5599;19859982
hsa-mir-214-5p;PTEN;5728;20548023
hsa-mir-214-5p;MYH11;4629;21890196
hsa-mir-214-5p;MAP2K3;5606;19859982
hsa-mir-214-5p;CD28;940;20548023
hsa-mir-214-5p;ACTA2;59;21890196
hsa-mir-214-5p;SH2B2;10603;20498046
hsa-mir-214-5p;ZNRD1;30834;21080911
hsa-mir-214-5p;BMP2;650;21890196
hsa-mir-214-5p;STMN2;11075;20498046
hsa-mir-214-5p;VEGFA;7422;21080911
hsa-mir-214-5p;RUNX2;860;21890196
hsa-mir-214-5p;JUN;3725;20498046
hsa-mir-214-5p;PTEN;5728;21228352
hsa-mir-214-5p;JAG1;182;22336710
hsa-mir-214-5p;ATP2A2;488;20498046
hsa-mir-214-5p;SRGAP2;23380;21276775
hsa-mir-214-5p;TGFBR2;7048;22336710
hsa-mir-214-5p;TCF3;6929;20498046
hsa-mir-214-5p;ROBO2;6092;21276775
hsa-mir-214-5p;TIMM8A;1678;22418008
hsa-mir-214-5p;NEUROG3;50674;18023200
hsa-mir-212-3p;MMP9;4318;21057503
hsa-mir-212-3p;CGA;1081;18716288
hsa-mir-212-3p;BCR;613;22241070
hsa-mir-212-3p;RAF1;5894;20613834
hsa-mir-212-3p;CREB1;1385;21059906
hsa-mir-212-3p;ZNF828;283489;18716288
hsa-mir-212-3p;ABCG2;9429;22241070
hsa-mir-212-3p;MECP2;4204;20711185
hsa-mir-212-3p;ZNF828;283489;21059906
hsa-mir-212-3p;SLC25A5;292;19356622
hsa-mir-212-3p;KCNJ2;3759;22880819
hsa-mir-212-3p;BDNF;627;20711185
hsa-mir-212-3p;RB1;5925;21329664
hsa-mir-212-3p;CREB1;1385;20307261
hsa-mir-212-3p;CREB1;1385;23264652
hsa-mir-212-3p;TIMM8A;1678;20856931
hsa-mir-212-3p;PLEKHM1;9842;21329664
hsa-mir-212-3p;SNF1LK;150094;20307261
hsa-mir-212-3p;MYD88;4615;23264652
hsa-mir-212-3p;HBEGF;1839;20856931
hsa-mir-212-3p;FIGLA;344018;21366990
hsa-mir-212-3p;MAPK3;5595;20307261
hsa-mir-212-3p;IRAK4;51135;23264652
hsa-mir-212-3p;EGF;1950;20856931
hsa-mir-212-3p;FRAP1;2475;21977024
hsa-mir-212-3p;BDNF;627;20307261
hsa-mir-212-3p;TLR2;7097;23264652
hsa-mir-212-3p;EGFR;1956;20856931
hsa-mir-212-3p;ANG;283;21977024
hsa-mir-212-3p;RPS6KA5;9252;20307261
hsa-mir-212-3p;TLR4;7099;23264652
hsa-mir-212-3p;PTPRJ;5795;20856931
hsa-mir-212-3p;RPS6KB1;6198;21977024
hsa-mir-212-3p;ANKS1B;56899;20384810
hsa-mir-212-3p;TLR5;7100;23264652
hsa-mir-212-3p;REM1;28954;21053104
hsa-mir-212-3p;UBASH3B;84959;21977024
hsa-mir-212-3p;ABCD1;215;18162065
hsa-mir-212-3p;CREB1;1385;20613834
hsa-mir-212-3p;IL6;3569;23295264
hsa-mir-212-3p;MYC;4609;21053104
hsa-mir-212-3p;ABCB1;5243;22241070
hsa-mir-212-3p;TJP1;7082;18162065
hsa-mir-212-3p;ZNF828;283489;20613834
hsa-mir-211-5p;MITF;4286;21072171
hsa-mir-211-5p;TRPM1;4308;21072171
hsa-mir-211-5p;NFAT5;10725;21109473
hsa-mir-211-5p;IGF2R;3482;21109473
hsa-mir-211-5p;TGFBR2;7048;21109473
hsa-mir-211-5p;MITF;4286;21435193
hsa-mir-211-5p;TRPM1;4308;21435193
hsa-mir-211-5p;POU3F2;5454;21435193
hsa-mir-211-5p;NANS;54187;18946016
hsa-mir-211-5p;PRAME;23532;21687938
hsa-mir-211-5p;ANGPT1;284;20378606
hsa-mir-211-5p;KCNMA1;3778;21072171
hsa-mir-210;HOXA1;3198;19782034
hsa-mir-210;CD40;958;21388517
hsa-mir-210;SCPEP1;59342;19826008
hsa-mir-210;GPD1L;23171;19826008
hsa-mir-210;TP53;7157;21841015
hsa-mir-210;ISCU;23479;20436681
hsa-mir-210;SETD2;29072;18539147
hsa-mir-210;COX4I2;84701;20732359
hsa-mir-210;APC;324;19826008
hsa-mir-210;CTRL;1506;22840297
hsa-mir-210;PIM1;5292;19782034
hsa-mir-210;COX8A;1351;21455991
hsa-mir-210;BDNF;627;19826008
hsa-mir-210;SETD2;29072;20436681
hsa-mir-210;SMCHD1;23347;19826008
hsa-mir-210;OSR1;130497;21965273
hsa-mir-210;NPTX1;4884;18539147
hsa-mir-210;EFNA3;1944;20837903
hsa-mir-210;PTAR1;375743;19826008
hsa-mir-210;ISCU;23479;22840297
hsa-mir-210;FGFRL1;53834;19782034
hsa-mir-210;STS;412;21455991
hsa-mir-210;VEGFA;7422;19826008
hsa-mir-210;ROS1;6098;20436681
hsa-mir-210;ABCB9;23457;19826008
hsa-mir-210;HSD17B1;3292;22203747
hsa-mir-210;GATA3;2625;19141645
hsa-mir-210;ITLN1;55600;20837903
hsa-mir-210;TNPO1;3842;19826008
hsa-mir-210;ACVRL1;94;23051042
hsa-mir-210;LONP1;9361;19782034
hsa-mir-210;GPD1L;23171;21555452
hsa-mir-210;CHD9;80205;19826008
hsa-mir-210;COX10;1352;20498629
hsa-mir-210;ISCU;23479;19826008
hsa-mir-210;MMP7;4316;22287106
hsa-mir-210;RAD23B;5887;19141645
hsa-mir-210;PTPN1;5770;20837903
hsa-mir-210;NCAM1;4684;19826008
hsa-mir-210;BCL2;596;23108914
hsa-mir-210;TP53I11;9537;19782034
hsa-mir-210;PDC;5132;21555452
hsa-mir-210;SEH1L;81929;19826008
hsa-mir-210;ISCU;23479;20498629
hsa-mir-210;DDAH1;23576;19826008
hsa-mir-210;VEGFA;7422;22287106
hsa-mir-210;RAD52;5893;19141645
hsa-mir-210;FGFRL1;53834;21044961
hsa-mir-210;P4HB;5034;19826008
hsa-mir-210;HIF1A;3091;23150176
hsa-mir-210;ISCU;23479;19808020
hsa-mir-210;AIFM3;150209;21841015
hsa-mir-210;CDK10;8558;19826008
hsa-mir-210;ROS1;6098;20498629
hsa-mir-210;HECTD1;25831;19826008
hsa-mir-210;VWF;7450;22287106
hsa-mir-210;NR1H2;7376;19141645
hsa-mir-210;PNCK;139728;21253009
hsa-mir-210;PROC;5624;19826008
hsa-mir-210;LARP6;55323;23150176
hsa-mir-210;CPEB2;132864;19826008
hsa-mir-210;ELF4;2000;21841015
hsa-mir-210;ACVR1B;91;19826008
hsa-mir-210;COX4I1;1327;20732359
hsa-mir-210;NIPBL;25836;19826008
hsa-mir-210;COX8A;1351;22323552
hsa-mir-210;DCT;1638;19546168
hsa-mir-210;DUSP9;1852;21253009
hsa-mir-210;KIAA1161;57462;19826008
hsa-mir-210;COX8A;1351;23430441
hsa-mir-210;E2F3;1871;19826008
hsa-mir-210;AKT1;207;21841015
hsa-mir-210;SERTAD2;9792;19826008
hsa-mir-210;SETD2;29072;20732359
hsa-mir-210;MDGA1;266727;19826008
hsa-mir-210;ERBB2;2064;22323552
hsa-mir-210;MNT;4335;19652553
hsa-mir-210;ERBB4;2066;21253009
hsa-mir-210;MIB1;57534;19826008
hsa-mir-210;ELK3;2004;19826008
hsa-mir-210;MIA3;375056;21841015
hsa-mir-210;E2F3;1871;20308562
hsa-mir-210;COX8A;1351;18316553
hsa-mir-210;NT5E;4907;20732359
hsa-mir-210;ATP11C;286410;19826008
hsa-mir-210;SETD2;29072;22323552
hsa-mir-210;MYC;4609;19652553
hsa-mir-210;VEGFA;7422;21253009
hsa-mir-210;PTPN1;5770;19826008
hsa-mir-210;FAM116A;201627;19826008
hsa-mir-210;ROS1;6098;21841015
hsa-mir-210;HIF1A;3091;20308562
hsa-mir-210;DIRC2;84925;18316553
hsa-mir-210;ROS1;6098;20732359
hsa-mir-210;UBQLN1;29979;19826008
hsa-mir-210;AIFM3;150209;22387901
hsa-mir-210;HIF1A;3091;19782034
hsa-mir-210;CD40;958;21388516
hsa-mir-210;MID1IP1;58526;19826008
hsa-mir-210;CLASP2;23122;19826008
hsa-mir-210;HIF3A;64344;21841015
hsa-mir-210;PECAM1;5175;20431067
hsa-mir-210;EFNA3;1944;18417479
hsa-mir-210;BNIP3;664;20732359
hsa-mir-210;HOXA3;3200;19826008
hsa-mir-210;NOTCH1;4851;22833359
hsa-mir-21-3p;ROS1;6098;21350856
hsa-mir-21-5p;CD40;958;22487708
hsa-mir-21-5p;PDCD4;27250;23055556
hsa-mir-21-5p;PTEN;5728;20813833
hsa-mir-21-5p;PDCD4;27250;21088996
hsa-mir-21-5p;PTEN;5728;21468550
hsa-mir-21-5p;PPT1;5538;19264808
hsa-mir-21-5p;TCF7L2;6934;21956205
hsa-mir-21-5p;PTEN;5728;19711427
hsa-mir-21-5p;STAT3;6774;20113523
hsa-mir-21-5p;PTEN;5728;20447717
hsa-mir-21-5p;SOCS3;9021;17622355
hsa-mir-21-5p;CDKN1B;1027;18708351
hsa-mir-21-5p;MMP14;4323;22213426
hsa-mir-21-5p;PDCD4;27250;22747440
hsa-mir-21-5p;MET;4233;20498632
hsa-mir-21-5p;DICER1;23405;20884876
hsa-mir-21-5p;MELK;9833;21274750
hsa-mir-21-5p;TFAM;7019;18997871
hsa-mir-21-5p;PDCD4;27250;21775132
hsa-mir-21-5p;GALNT1;2589;19487295
hsa-mir-21-5p;RNASEN;29102;19843843
hsa-mir-21-5p;PTEN;5728;20404348
hsa-mir-21-5p;PIK3CA;5290;18335499
hsa-mir-21-5p;FOS;2353;18384814
hsa-mir-21-5p;PIK3CA;5290;22525256
hsa-mir-21-5p;AKT1;207;23174819
hsa-mir-21-5p;PIK3CA;5290;20816946
hsa-mir-21-5p;JUN;3725;21141738
hsa-mir-21-5p;PPARA;5465;21562928
hsa-mir-21-5p;FOS;2353;19308091
hsa-mir-21-5p;BAX;581;22130252
hsa-mir-21-5p;IL6;3569;19737943
hsa-mir-21-5p;ADI1;55256;20160498
hsa-mir-21-5p;CD70;970;20483747
hsa-mir-21-5p;SLC16A10;117247;17991735
hsa-mir-21-5p;PTEN;5728;18841558
hsa-mir-21-5p;FOS;2353;22322403
hsa-mir-21-5p;TPM1;7168;22766763
hsa-mir-21-5p;RAD23B;5887;20553627
hsa-mir-21-5p;PTEN;5728;20959496
hsa-mir-21-5p;ANP32A;8125;21317927
hsa-mir-21-5p;CHKA;1119;19082437
hsa-mir-21-5p;IL4;3565;21849676
hsa-mir-21-5p;BMPR2;659;19578724
hsa-mir-21-5p;MARCKS;4082;19924305
hsa-mir-21-5p;KCNMA1;3778;20420713
hsa-mir-21-5p;MYC;4609;19167416
hsa-mir-21-5p;NDUFA13;51079;21940630
hsa-mir-21-5p;CD44;960;19633292
hsa-mir-21-5p;PTEN;5728;20048743
hsa-mir-21-5p;FOXM1;2305;20432256
hsa-mir-21-5p;BCL2;596;17072344
hsa-mir-21-5p;POLD3;10714;18548003
hsa-mir-21-5p;KRAS;3845;22618808
hsa-mir-21-5p;PPP2CA;5515;20833132
hsa-mir-21-5p;DNMT1;1786;21269386
hsa-mir-21-5p;PDCD4;27250;18850008
hsa-mir-21-5p;MYC;4609;21693621
hsa-mir-21-5p;PDCD4;27250;19419954
hsa-mir-21-5p;SMAD2;4087;19816956
hsa-mir-21-5p;COL2A1;1280;20349039
hsa-mir-21-5p;TP53;7157;17991735
hsa-mir-21-5p;ERBB2;2064;22370716
hsa-mir-21-5p;ODZ1;10178;22956424
hsa-mir-21-5p;PDCD4;27250;20693317
hsa-mir-21-5p;EGFR;1956;21063030
hsa-mir-21-5p;NFIB;4781;21375733
hsa-mir-21-5p;MET;4233;22491901
hsa-mir-21-5p;JUN;3725;23055556
hsa-mir-21-5p;RELA;5970;20813833
hsa-mir-21-5p;IFNG;3458;21093440
hsa-mir-21-5p;BCL2;596;21468550
hsa-mir-21-5p;PTEN;5728;19264808
hsa-mir-21-5p;CCL20;6364;22001440
hsa-mir-21-5p;SAA4;6291;19711427
hsa-mir-21-5p;GFAP;2670;20130193
hsa-mir-21-5p;RECK;8434;20447717
hsa-mir-21-5p;TNPO1;3842;17640343
hsa-mir-21-5p;SSSCA1;10534;18708351
hsa-mir-21-5p;PTEN;5728;22237007
hsa-mir-21-5p;NTRK1;4914;22747440
hsa-mir-21-5p;TGFB1;7040;20498632
hsa-mir-21-5p;MAPK3;5595;20884876
hsa-mir-21-5p;EGFL7;51162;21288128
hsa-mir-21-5p;PDCD4;27250;19013014
hsa-mir-21-5p;MAPK8;5599;21775132
hsa-mir-21-5p;SOX4;6659;19487295
hsa-mir-21-5p;TP53;7157;19843843
hsa-mir-21-5p;CDKN1C;1028;20417062
hsa-mir-21-5p;PTEN;5728;18335499
hsa-mir-21-5p;JUN;3725;18384814
hsa-mir-21-5p;VEGFA;7422;22525256
hsa-mir-21-5p;PTEN;5728;23174819
hsa-mir-21-5p;BCL2;596;20816946
hsa-mir-21-5p;CA3;761;21154462
hsa-mir-21-5p;PDCD4;27250;21602271
hsa-mir-21-5p;PDCD4;27250;19308091
hsa-mir-21-5p;BCL2;596;22130252
hsa-mir-21-5p;IL10;3586;19737943
hsa-mir-21-5p;PELI1;57162;20167875
hsa-mir-21-5p;EPHB2;2048;20489163
hsa-mir-21-5p;FASN;2194;17991735
hsa-mir-21-5p;FOS;2353;18850008
hsa-mir-21-5p;PDCD4;27250;22322403
hsa-mir-21-5p;TWIST1;7291;22766763
hsa-mir-21-5p;SPRY1;10252;20560046
hsa-mir-21-5p;BCL2;596;20959496
hsa-mir-21-5p;PDCD4;27250;21326627
hsa-mir-21-5p;DICER1;23405;19082437
hsa-mir-21-5p;TH1L;51497;21849676
hsa-mir-21-5p;PDCD4;27250;19593777
hsa-mir-21-5p;MARCKSL1;65108;19924305
hsa-mir-21-5p;LOX;4015;20420713
hsa-mir-21-5p;MYCN;4613;19167416
hsa-mir-21-5p;PTEN;5728;21940630
hsa-mir-21-5p;AKT1;207;19641183
hsa-mir-21-5p;CCND1;595;20048743
hsa-mir-21-5p;ODC1;4953;20432256
hsa-mir-21-5p;PAM;5066;17149698
hsa-mir-21-5p;DDX5;1655;18548003
hsa-mir-21-5p;FOXP3;50943;22618808
hsa-mir-21-5p;TRPV1;7442;20833132
hsa-mir-21-5p;ERBB2;2064;21270527
hsa-mir-21-5p;PTEN;5728;18850008
hsa-mir-21-5p;MAPK3;5595;21693621
hsa-mir-21-5p;MAPK3;5595;19419954
hsa-mir-21-5p;SMAD3;4088;19816956
hsa-mir-21-5p;ODZ1;10178;20363096
hsa-mir-21-5p;BTG2;7832;17991735
hsa-mir-21-5p;LILRB4;11006;22387553
hsa-mir-21-5p;PTEN;5728;22956424
hsa-mir-21-5p;PPARA;5465;20693317
hsa-mir-21-5p;DICER1;23405;21063030
hsa-mir-21-5p;DOK4;55715;21375733
hsa-mir-21-5p;FOS;2353;22508494
hsa-mir-21-5p;TMEM49;81671;23055556
hsa-mir-21-5p;STAT3;6774;20813833
hsa-mir-21-5p;IL1B;3553;21093440
hsa-mir-21-5p;PDCD4;27250;21469086
hsa-mir-21-5p;BCL2;596;19264808
hsa-mir-21-5p;CDKN2A;1029;22037549
hsa-mir-21-5p;CDKN1A;1026;19730150
hsa-mir-21-5p;BMPR1A;657;20130193
hsa-mir-21-5p;RHOB;388;20460403
hsa-mir-21-5p;TNF;7124;17640343
hsa-mir-21-5p;ERBB2;2064;18708351
hsa-mir-21-5p;BCL2;596;22237007
hsa-mir-21-5p;RET;5979;22747440
hsa-mir-21-5p;TGFBR1;7046;20498632
hsa-mir-21-5p;FPRL1;2358;20956612
hsa-mir-21-5p;SOX9;6662;21288128
hsa-mir-21-5p;MTAP;4507;19013014
hsa-mir-21-5p;TIMP2;7077;21775132
hsa-mir-21-5p;EGFR;1956;19493678
hsa-mir-21-5p;E2F1;1869;19906824
hsa-mir-21-5p;PDCD4;27250;20417062
hsa-mir-21-5p;RPS6KB1;6198;18335499
hsa-mir-21-5p;NFIB;4781;18384814
hsa-mir-21-5p;PDCD4;27250;22526161
hsa-mir-21-5p;PDCD4;27250;23201752
hsa-mir-21-5p;TIAM1;7074;20826792
hsa-mir-21-5p;THRB;7068;21159845
hsa-mir-21-5p;CD4;920;21602271
hsa-mir-21-5p;JUN;3725;19308091
hsa-mir-21-5p;AHSA1;10598;22211842
hsa-mir-21-5p;IL12A;3592;19737943
hsa-mir-21-5p;COX8A;1351;20219352
hsa-mir-21-5p;SGK3;23678;17991735
hsa-mir-21-5p;MMP9;4318;22322403
hsa-mir-21-5p;NHS;4810;22776181
hsa-mir-21-5p;SPRY2;10253;20560046
hsa-mir-21-5p;LRRFIP1;9208;20959496
hsa-mir-21-5p;PTEN;5728;21326627
hsa-mir-21-5p;PTEN;5728;19147652
hsa-mir-21-5p;CD4;920;21849676
hsa-mir-21-5p;HOXD10;3236;19593777
hsa-mir-21-5p;IFNA1;3439;19934272
hsa-mir-21-5p;SEMA6A;57556;20420713
hsa-mir-21-5p;CCND1;595;21375733
hsa-mir-21-5p;PTEN;5728;19167416
hsa-mir-21-5p;STAT3;6774;21940630
hsa-mir-21-5p;PDCD4;27250;19641183
hsa-mir-21-5p;BCL2;596;20048743
hsa-mir-21-5p;DGCR8;54487;20432256
